CD_setor;V01006;V01007;V01008;V01009;V01010;V01011;V01012;V01013;V01014;V01015;V01016;V01017;V01018;V01019;V01020;V01021;V01022;V01023;V01024;V01025;V01026;V01027;V01028;V01029;V01030;V01031;V01032;V01033;V01034;V01035;V01036;V01037;V01038;V01039;V01040;V01041
352440205000467;663;318;345;19;21;28;23;23;24;43;49;35;32;21;16;32;25;28;16;24;52;45;48;34;25;35;53;53;51;39;48;95;94;83;66;46
352440205000468;392;196;196;11;13;15;9;8;12;28;34;31;25;10;9;14;7;12;7;16;34;23;39;19;16;20;27;22;21;15;28;62;57;70;44;26
352440205000469;757;381;376;38;37;24;24;39;31;55;44;37;37;15;20;32;23;32;29;33;62;51;50;27;17;58;69;47;56;68;64;117;95;87;64;32
352440205000470;581;285;296;14;30;19;16;20;30;39;42;47;12;16;20;16;25;27;24;22;41;56;38;13;14;34;46;44;43;44;52;80;98;85;25;30
352440205000471;514;239;275;10;11;14;22;16;13;39;40;32;17;25;11;14;14;21;13;11;32;55;31;34;39;21;25;28;43;29;24;71;95;63;51;64
352440205000472;499;237;262;10;17;13;26;13;17;29;37;42;16;17;7;13;13;19;22;19;30;59;38;32;10;17;30;26;45;35;36;59;96;80;48;27
352440205000473;423;178;245;11;6;6;14;11;11;40;32;18;17;12;12;14;14;18;15;12;39;51;35;22;13;23;20;20;32;26;23;79;83;53;39;25
352440205000474;468;218;250;11;16;12;10;6;10;52;44;27;19;11;16;16;11;14;7;23;57;39;31;16;20;27;32;23;24;13;33;109;83;58;35;31
352440205000475;582;273;309;20;18;15;13;16;17;46;52;31;24;21;18;19;21;15;16;18;45;60;33;39;25;38;37;36;28;32;35;91;112;64;63;46
352440205000477;462;228;234;20;19;11;15;12;25;52;28;18;18;10;16;20;12;8;16;35;44;34;24;16;9;36;39;23;23;28;60;96;62;42;34;19
352440205000478;261;124;137;7;9;15;6;4;6;16;32;17;8;4;8;10;7;6;X;10;24;32;18;13;8;15;19;22;12;5;16;40;64;35;21;12
352440205000479;412;198;214;17;11;8;13;15;19;48;35;13;11;8;21;15;11;10;13;23;48;39;20;9;5;38;26;19;23;28;42;96;74;33;20;13
352440205000480;508;240;268;6;12;5;14;13;18;30;34;30;30;48;3;8;12;11;12;18;34;32;37;40;61;9;20;17;25;25;36;64;66;67;70;109
352440205000481;189;79;110;0;5;X;X;9;9;15;14;13;8;3;7;3;5;6;5;10;22;18;13;10;11;7;8;7;7;14;19;37;32;26;18;14
352440205000482;525;252;273;13;18;19;27;21;17;31;43;35;18;10;15;21;22;16;19;20;38;56;34;22;10;28;39;41;43;40;37;69;99;69;40;20
352440205000483;461;221;240;16;13;24;8;12;23;43;39;25;8;10;15;14;17;16;12;18;31;46;34;20;17;31;27;41;24;24;41;74;85;59;28;27
352440205000484;647;304;343;16;24;15;15;22;27;50;33;48;36;18;15;23;19;22;26;23;48;45;57;43;22;31;47;34;37;48;50;98;78;105;79;40
352440205000485;452;205;247;23;14;18;9;9;27;77;22;5;X;0;27;15;18;14;18;45;66;26;9;4;5;50;29;36;23;27;72;143;48;14;5;5
352440205000486;426;216;210;21;17;16;12;11;6;69;36;12;10;6;16;12;10;12;5;14;65;38;17;13;8;37;29;26;24;16;20;134;74;29;23;14
352440205000487;342;163;179;16;8;7;3;X;13;71;21;11;8;3;11;10;7;6;6;33;58;27;8;9;4;27;18;14;9;8;46;129;48;19;17;7
352440205000488;355;164;191;16;14;8;6;4;15;64;20;8;5;4;15;11;7;9;12;33;54;31;8;8;3;31;25;15;15;16;48;118;51;16;13;7
352440205000489;335;181;154;24;17;8;8;11;10;52;34;10;7;0;10;7;7;5;13;16;51;26;14;3;X;34;24;15;13;24;26;103;60;24;10;X
352440205000490;171;81;90;7;5;7;X;X;3;17;18;9;8;4;X;9;6;X;5;3;17;24;12;5;6;8;14;13;3;7;6;34;42;21;13;10
352440205000491;334;155;179;7;12;7;3;11;18;54;31;9;3;0;15;13;9;7;13;30;49;24;8;8;3;22;25;16;10;24;48;103;55;17;11;3
352440205000492;501;251;250;21;18;23;12;16;12;32;47;36;19;15;14;18;17;17;9;11;43;62;28;20;11;35;36;40;29;25;23;75;109;64;39;26
352440205000493;636;315;321;12;21;33;31;19;12;27;63;57;32;8;20;18;30;18;23;11;36;76;49;28;12;32;39;63;49;42;23;63;139;106;60;20
352440205000494;327;151;176;10;12;9;10;8;21;45;23;10;X;X;14;14;11;7;13;18;47;28;14;6;4;24;26;20;17;21;39;92;51;24;7;6
352440205000495;365;165;200;17;11;10;4;8;17;64;22;9;X;X;12;11;14;7;20;25;59;32;9;8;3;29;22;24;11;28;42;123;54;18;10;4
352440205000496;375;181;194;13;13;10;10;15;19;60;25;9;7;0;18;9;20;7;12;20;60;25;10;11;X;31;22;30;17;27;39;120;50;19;18;X
352440205000497;356;163;193;12;17;9;6;7;19;57;25;9;X;X;16;12;9;12;10;30;58;31;10;3;X;28;29;18;18;17;49;115;56;19;4;3
352440205000498;241;109;132;4;4;7;7;11;8;10;27;15;13;3;8;9;8;8;7;7;22;23;20;10;10;12;13;15;15;18;15;32;50;35;23;13
352440205000499;481;241;240;4;8;27;24;29;11;16;33;53;21;15;8;14;16;18;13;13;21;57;42;18;20;12;22;43;42;42;24;37;90;95;39;35
352440205000500;404;185;219;6;9;7;14;12;7;22;22;28;36;22;5;11;14;8;14;13;28;33;36;37;20;11;20;21;22;26;20;50;55;64;73;42
352440205000501;440;221;219;8;10;6;16;28;18;36;33;31;22;13;8;11;11;14;13;15;31;34;37;27;18;16;21;17;30;41;33;67;67;68;49;31
352440205000502;443;201;242;14;8;14;11;12;17;19;37;24;17;28;11;13;17;14;19;17;29;30;30;30;32;25;21;31;25;31;34;48;67;54;47;60
352440205000503;693;328;365;25;35;19;24;21;22;48;46;30;40;18;13;25;24;26;25;26;55;44;49;46;32;38;60;43;50;46;48;103;90;79;86;50
352440205000504;426;191;235;6;15;17;13;17;16;36;37;17;12;5;8;14;12;19;18;15;44;39;26;31;9;14;29;29;32;35;31;80;76;43;43;14
352440205000505;595;273;322;13;22;14;19;24;21;46;31;31;32;20;13;22;32;18;16;22;44;41;41;46;27;26;44;46;37;40;43;90;72;72;78;47
352440205000506;616;305;311;14;28;23;22;27;21;43;68;34;17;8;15;20;25;21;21;24;49;73;34;24;5;29;48;48;43;48;45;92;141;68;41;13
352440205000507;606;300;306;13;27;18;19;36;15;60;45;38;21;8;21;19;32;20;25;16;52;51;42;20;8;34;46;50;39;61;31;112;96;80;41;16
352440205000508;770;346;424;12;23;28;23;19;33;47;62;58;27;14;18;25;21;36;38;15;67;70;72;40;22;30;48;49;59;57;48;114;132;130;67;36
352440205000509;651;308;343;13;17;33;28;27;15;38;61;48;19;9;17;21;22;27;22;26;51;61;57;24;15;30;38;55;55;49;41;89;122;105;43;24
352440205000510;276;138;138;11;10;10;9;14;7;18;25;15;11;8;7;6;13;10;6;6;26;25;19;12;8;18;16;23;19;20;13;44;50;34;23;16
352440205000511;596;276;320;14;26;18;25;22;11;28;67;34;20;11;12;23;30;23;24;28;38;64;45;19;14;26;49;48;48;46;39;66;131;79;39;25
352440205000512;658;333;325;20;24;29;22;23;27;52;50;42;31;13;20;25;18;21;29;29;51;49;51;25;7;40;49;47;43;52;56;103;99;93;56;20
352440205000513;399;203;196;12;17;16;18;15;16;36;36;17;13;7;10;14;16;15;21;18;30;26;25;17;4;22;31;32;33;36;34;66;62;42;30;11
352440205000514;514;240;274;12;16;15;20;22;14;35;40;28;24;14;16;14;22;23;19;16;41;44;36;24;19;28;30;37;43;41;30;76;84;64;48;33
352440205000515;604;291;313;20;17;22;34;23;23;40;34;39;25;14;16;20;20;25;22;25;43;53;39;27;23;36;37;42;59;45;48;83;87;78;52;37
352440205000516;366;178;188;20;18;14;10;7;8;49;33;12;4;3;10;19;15;10;10;6;54;38;10;9;7;30;37;29;20;17;14;103;71;22;13;10
352440205000518;587;291;296;19;21;25;24;20;24;40;44;53;16;5;13;17;22;16;27;19;48;50;39;32;13;32;38;47;40;47;43;88;94;92;48;18
352440205000519;710;340;370;22;33;21;23;27;25;48;61;47;22;11;22;27;32;29;29;27;53;73;40;25;13;44;60;53;52;56;52;101;134;87;47;24
352440205000520;784;372;412;32;23;33;18;34;35;69;46;46;26;10;35;43;26;11;35;57;59;63;46;23;14;67;66;59;29;69;92;128;109;92;49;24
352440205000521;770;396;374;25;27;35;34;34;33;62;61;43;24;18;30;33;26;25;40;28;64;45;38;24;21;55;60;61;59;74;61;126;106;81;48;39
352440205000522;641;325;316;26;23;22;36;27;21;44;55;37;22;12;12;22;23;29;30;23;53;50;32;28;14;38;45;45;65;57;44;97;105;69;50;26
352440205000523;485;251;234;25;15;25;18;21;16;40;30;35;15;11;13;16;15;15;24;19;44;35;26;15;12;38;31;40;33;45;35;84;65;61;30;23
352440205000524;639;309;330;10;16;27;32;29;29;45;49;42;22;8;19;20;20;14;18;38;51;56;50;23;21;29;36;47;46;47;67;96;105;92;45;29
352440205000525;560;266;294;19;20;14;17;17;23;47;49;26;20;14;14;29;15;22;19;16;54;42;46;17;20;33;49;29;39;36;39;101;91;72;37;34
352440205000526;644;299;345;9;14;14;37;27;20;36;48;43;34;17;19;25;20;22;20;22;51;54;59;32;21;28;39;34;59;47;42;87;102;102;66;38
352440205000527;676;318;358;19;20;20;22;28;23;33;37;51;27;38;15;21;22;17;22;27;47;47;59;36;45;34;41;42;39;50;50;80;84;110;63;83
352440205000528;567;272;295;11;23;21;12;19;16;39;49;40;22;20;13;11;22;15;28;22;46;40;41;29;28;24;34;43;27;47;38;85;89;81;51;48
352440205000529;595;303;292;17;18;20;15;30;24;47;54;23;32;23;14;18;24;16;21;17;47;50;27;39;19;31;36;44;31;51;41;94;104;50;71;42
352440205000530;546;257;289;8;13;17;14;16;21;40;34;43;37;14;14;16;15;14;23;17;50;34;45;41;20;22;29;32;28;39;38;90;68;88;78;34
352440205000531;526;246;280;16;17;24;13;14;18;39;29;34;27;15;12;11;19;12;22;23;39;44;45;29;24;28;28;43;25;36;41;78;73;79;56;39
352440205000532;660;335;325;16;21;18;34;39;20;49;41;47;29;21;14;18;22;23;28;18;51;53;43;40;15;30;39;40;57;67;38;100;94;90;69;36
352440205000533;348;164;184;6;8;10;16;10;8;18;35;24;20;9;14;16;18;10;7;10;28;25;20;20;16;20;24;28;26;17;18;46;60;44;40;25
352440205000534;274;136;138;15;6;12;5;3;21;46;18;8;X;0;11;14;5;7;9;25;44;17;X;4;0;26;20;17;12;12;46;90;35;10;6;0
352440205000535;450;216;234;16;18;19;15;9;14;39;22;25;21;18;19;14;15;15;17;26;27;33;25;24;19;35;32;34;30;26;40;66;55;50;45;37
352440205000536;327;164;163;8;8;13;11;5;10;27;24;28;15;15;9;8;8;8;10;10;24;27;19;24;16;17;16;21;19;15;20;51;51;47;39;31
352440205000537;550;272;278;20;17;21;28;15;17;44;37;19;34;20;10;15;21;21;15;14;54;43;24;33;28;30;32;42;49;30;31;98;80;43;67;48
352440205000538;502;211;291;22;18;17;17;26;26;42;16;9;11;7;29;30;16;27;30;30;37;40;30;14;8;51;48;33;44;56;56;79;56;39;25;15
352440205000539;274;119;155;10;12;15;13;6;10;21;14;8;5;5;11;14;16;14;10;8;27;20;19;8;8;21;26;31;27;16;18;48;34;27;13;13
352440205000540;257;112;145;10;9;13;23;10;12;16;8;X;7;X;13;12;22;12;10;10;21;20;15;6;4;23;21;35;35;20;22;37;28;17;13;6
352440205000541;515;239;276;18;18;22;12;18;16;45;40;27;11;12;22;19;19;13;30;16;60;35;29;24;9;40;37;41;25;48;32;105;75;56;35;21
352440205000543;536;260;276;11;14;26;27;18;19;30;46;36;22;11;19;24;18;17;16;14;41;48;30;29;20;30;38;44;44;34;33;71;94;66;51;31
352440205000544;550;271;279;21;13;22;16;24;22;36;35;36;35;11;10;16;21;24;23;15;35;40;48;31;16;31;29;43;40;47;37;71;75;84;66;27
352440205000545;529;245;284;15;14;14;17;17;19;32;48;27;27;15;19;23;15;21;18;20;43;49;28;26;22;34;37;29;38;35;39;75;97;55;53;37
352440205000546;369;159;210;6;15;12;7;15;15;34;21;18;9;7;10;19;10;14;21;15;37;32;24;16;12;16;34;22;21;36;30;71;53;42;25;19
352440205000547;351;169;182;9;14;11;8;16;13;29;29;17;16;7;5;10;17;11;15;11;29;31;31;15;7;14;24;28;19;31;24;58;60;48;31;14
352440205000548;573;273;300;15;19;21;23;19;23;46;51;34;17;5;12;21;29;30;18;31;41;57;30;19;12;27;40;50;53;37;54;87;108;64;36;17
352440205000549;562;278;284;17;17;23;23;34;25;28;25;39;31;16;11;22;15;22;32;19;29;55;43;21;15;28;39;38;45;66;44;57;80;82;52;31
352440205000550;74;35;39;X;3;0;3;X;3;X;X;11;3;6;4;0;3;X;3;3;5;X;8;3;6;5;3;3;5;5;6;7;3;19;6;12
352440205000551;375;194;181;9;11;15;14;15;7;31;28;31;17;16;8;14;13;10;16;14;25;25;28;21;7;17;25;28;24;31;21;56;53;59;38;23
352440205000552;640;334;306;17;24;30;20;31;24;53;65;36;26;8;15;19;15;21;20;22;48;68;44;25;9;32;43;45;41;51;46;101;133;80;51;17
352440205000553;309;130;179;X;6;5;5;8;11;18;25;32;10;9;4;4;6;5;19;6;24;51;34;19;7;5;10;11;10;27;17;42;76;66;29;16
352440205000554;510;245;265;16;14;18;23;14;15;32;40;35;23;15;8;15;18;29;13;16;35;59;33;20;19;24;29;36;52;27;31;67;99;68;43;34
352440205000555;240;110;130;9;8;4;4;11;9;42;15;5;X;X;11;9;5;3;5;12;43;17;10;9;6;20;17;9;7;16;21;85;32;15;11;7
352440205000556;773;386;387;35;30;32;32;34;38;61;52;37;26;9;19;23;29;40;27;29;63;61;51;33;12;54;53;61;72;61;67;124;113;88;59;21
352440205000557;957;463;494;32;42;39;35;40;46;56;66;57;27;23;26;32;37;40;50;38;72;79;54;36;30;58;74;76;75;90;84;128;145;111;63;53
352440205000558;425;210;215;9;15;12;12;16;18;48;34;18;12;16;14;17;13;11;11;9;38;43;19;25;15;23;32;25;23;27;27;86;77;37;37;31
352440205000559;374;185;189;5;11;10;10;7;13;39;27;22;21;20;7;6;6;9;12;16;38;21;27;31;16;12;17;16;19;19;29;77;48;49;52;36
352440205000560;489;233;256;6;10;23;19;17;18;38;31;34;23;14;13;19;20;19;16;13;41;31;32;34;18;19;29;43;38;33;31;79;62;66;57;32
352440205000561;353;156;197;16;10;11;15;5;11;29;31;19;6;3;10;15;9;11;14;19;39;38;22;11;9;26;25;20;26;19;30;68;69;41;17;12
352440205000562;260;115;145;8;8;7;4;14;21;34;10;7;X;0;9;11;10;X;19;25;40;18;7;3;X;17;19;17;6;33;46;74;28;14;5;X
352440205000563;272;125;147;5;16;5;6;4;4;36;24;14;10;X;16;4;9;4;7;7;34;28;20;13;5;21;20;14;10;11;11;70;52;34;23;6
352440205000564;684;314;370;16;20;21;18;15;20;32;78;44;27;23;15;27;28;26;25;16;65;81;36;34;17;31;47;49;44;40;36;97;159;80;61;40
352440205000565;680;347;333;21;30;38;25;18;12;45;91;40;12;15;17;23;30;22;14;14;56;88;34;20;15;38;53;68;47;32;26;101;179;74;32;30
352440205000566;601;289;312;14;19;23;21;29;27;43;55;29;19;10;20;23;13;27;27;28;44;60;39;17;14;34;42;36;48;56;55;87;115;68;36;24
352440205000567;571;281;290;16;29;19;17;33;20;38;37;48;15;9;12;15;18;33;17;25;36;55;51;19;9;28;44;37;50;50;45;74;92;99;34;18
352440205000568;800;399;401;16;27;26;28;44;40;57;64;50;27;20;20;25;30;31;28;33;57;63;72;30;12;36;52;56;59;72;73;114;127;122;57;32
352440205000569;779;384;395;26;25;26;26;35;31;55;58;60;30;12;25;24;17;32;31;27;69;64;66;25;15;51;49;43;58;66;58;124;122;126;55;27
352440205000570;817;381;436;24;24;41;28;39;24;61;58;46;26;10;21;36;31;37;39;38;62;76;55;30;11;45;60;72;65;78;62;123;134;101;56;21
352440205000571;488;252;236;14;33;23;13;14;24;42;41;32;10;6;13;18;24;22;13;18;44;47;21;7;9;27;51;47;35;27;42;86;88;53;17;15
352440205000572;386;181;205;6;11;17;14;16;14;27;38;28;9;X;13;17;9;19;10;8;39;46;29;6;9;19;28;26;33;26;22;66;84;57;15;10
352440205000573;378;180;198;6;10;27;14;17;5;20;52;16;8;5;10;16;11;18;7;8;33;50;15;18;12;16;26;38;32;24;13;53;102;31;26;17
352440205000574;606;305;301;18;19;25;18;18;20;65;71;27;18;6;20;29;25;17;18;18;63;52;28;17;14;38;48;50;35;36;38;128;123;55;35;20
352440205000575;494;247;247;31;24;25;9;7;13;58;58;16;3;3;21;31;20;10;3;11;78;52;4;14;3;52;55;45;19;10;24;136;110;20;17;6
352440205000576;631;307;324;30;21;18;16;23;16;60;71;31;16;5;25;30;19;19;15;25;67;61;36;19;8;55;51;37;35;38;41;127;132;67;35;13
352440205000577;405;201;204;15;17;17;13;11;4;52;36;21;9;6;11;18;16;13;12;16;52;32;17;10;7;26;35;33;26;23;20;104;68;38;19;13
352440205000578;395;188;207;13;14;20;12;8;7;41;37;18;10;8;10;26;14;14;7;9;42;41;18;8;18;23;40;34;26;15;16;83;78;36;18;26
352440205000579;664;312;352;20;19;22;22;35;30;33;53;48;20;10;18;22;19;32;32;22;47;56;64;21;19;38;41;41;54;67;52;80;109;112;41;29
352440205000582;27;15;12;X;0;X;0;X;0;0;3;X;3;X;X;X;0;0;X;0;X;X;X;X;X;3;X;X;0;3;0;X;4;4;5;3
352440205000583;419;190;229;12;8;8;9;14;10;35;30;23;19;22;11;12;13;11;13;16;30;31;23;33;36;23;20;21;20;27;26;65;61;46;52;58
352440205000584;502;241;261;11;11;22;20;10;8;12;59;41;18;29;11;14;16;15;11;10;26;59;40;24;35;22;25;38;35;21;18;38;118;81;42;64
352440205000585;347;159;188;10;11;10;6;11;12;27;34;17;13;8;12;14;13;7;7;11;34;36;26;14;14;22;25;23;13;18;23;61;70;43;27;22
352440205000586;190;88;102;X;5;5;7;4;X;7;21;21;7;7;5;7;5;5;3;4;14;17;18;14;10;7;12;10;12;7;6;21;38;39;21;17
352440205000587;425;200;225;13;21;14;15;4;11;39;40;20;12;11;10;24;17;11;13;12;53;38;21;15;11;23;45;31;26;17;23;92;78;41;27;22
352440205000588;439;210;229;14;16;15;15;8;24;51;36;18;11;X;16;16;14;11;13;17;66;44;14;13;5;30;32;29;26;21;41;117;80;32;24;7
352440205000589;477;248;229;34;23;34;20;23;23;31;26;21;9;4;19;24;26;18;23;23;36;29;18;7;6;53;47;60;38;46;46;67;55;39;16;10
352440205000590;431;207;224;14;19;12;8;11;14;26;55;25;17;6;18;18;15;9;14;6;45;48;21;20;10;32;37;27;17;25;20;71;103;46;37;16
352440205000591;329;169;160;16;11;8;8;8;12;36;39;15;9;7;6;12;10;4;7;13;35;46;13;8;6;22;23;18;12;15;25;71;85;28;17;13
352440205000592;672;327;345;16;23;26;26;16;14;43;72;46;25;20;18;21;25;22;22;25;54;70;46;21;21;34;44;51;48;38;39;97;142;92;46;41
352440205000593;687;344;343;38;28;25;18;15;14;79;75;31;19;X;25;21;25;29;17;13;89;70;26;14;14;63;49;50;47;32;27;168;145;57;33;16
352440205000594;621;315;306;11;32;23;20;23;15;60;68;33;20;10;14;34;15;19;10;19;68;54;39;24;10;25;66;38;39;33;34;128;122;72;44;20
352440205000595;458;234;224;15;16;22;14;15;10;40;59;24;12;7;10;16;21;14;9;9;58;46;25;9;7;25;32;43;28;24;19;98;105;49;21;14
352440205000596;480;242;238;17;29;25;17;10;9;31;72;19;13;0;20;31;18;16;6;10;51;58;20;6;X;37;60;43;33;16;19;82;130;39;19;X
352440205000597;517;265;252;19;38;25;13;14;7;29;71;34;12;3;13;34;19;18;7;6;33;82;20;11;9;32;72;44;31;21;13;62;153;54;23;12
352440205000598;551;268;283;22;27;12;13;18;11;46;54;36;18;11;20;28;14;24;10;15;57;57;27;19;12;42;55;26;37;28;26;103;111;63;37;23
352440205000599;236;112;124;10;6;6;11;3;8;31;27;7;X;X;10;5;9;4;6;9;44;22;7;4;4;20;11;15;15;9;17;75;49;14;6;5
352440205000600;262;124;138;8;7;11;6;11;5;30;30;7;4;5;8;12;8;11;3;5;38;30;9;5;9;16;19;19;17;14;10;68;60;16;9;14
352440205000601;343;154;189;18;12;10;X;3;14;49;29;11;6;X;12;19;5;4;11;16;70;33;5;9;5;30;31;15;5;14;30;119;62;16;15;6
352440205000602;405;196;209;18;29;8;7;4;10;47;51;12;6;4;18;21;14;X;6;8;73;39;9;12;7;36;50;22;9;10;18;120;90;21;18;11
